Vendor Name, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
ENGIE,800122163,ENGIE,1800044411,48,33.09,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,49,53.05,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,50,66.17,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,51,"1,090.81",REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,52,115.76,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,53,33.75,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,54,"1,172.96",REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,55,33.09,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,56,35.73,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,57,"1,082.29",REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,58,82.59,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,59,71.67,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,60,66.17,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,61,33.09,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,62,195.51,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,63,537.27,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,64,33.09,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,65,104.26,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,66,"1,321.89",REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,67,158.19,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,68,22.18,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,69,192.72,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,70,246.96,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,71,55.32,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,72,46.62,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,73,537.27,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,74,54.39,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,75,27.47,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,76,206.51,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,77,123.71,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,78,39.70,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,79,"1,272.39",REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,80,387.37,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,81,744.30,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,82,234.80,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,83,367.20,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,84,110.17,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,85,312.03,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,86,24.49,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,87,33.09,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,88,157.65,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,89,237.28,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,90,33.75,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,91,429.38,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,92,91.22,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,93,145.90,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,94,137.67,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,95,275.34,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122163,ENGIE,1800044411,96,77.54,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,1,189.63,REACTIVE BUILDING FABRIC,03/12/18,"9,248.16",Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,2,302.85,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,3,68.30,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,4,64.81,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,5,90.22,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,6,62.54,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,7,34.08,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,8,20.23,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,9,66.17,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,10,50.38,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,11,33.09,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,12,45.97,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,13,365.92,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,14,36.39,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,15,62.93,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,16,147.42,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,17,51.41,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,18,49.63,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,19,21.21,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,20,125.55,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,21,344.14,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,22,54.05,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,23,46.96,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,24,99.63,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,25,66.17,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,26,360.93,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,27,348.27,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,28,173.40,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,29,152.62,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,30,22.73,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,31,41.36,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,32,100.07,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,33,49.36,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,34,38.05,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,35,245.53,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,36,78.49,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,37,66.17,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,38,297.58,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,39,135.65,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,40,33.09,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,41,46.30,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,42,73.54,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,43,15.54,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,44,"1,685.86",REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,45,259.85,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,46,780.35,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,47,80.10,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,48,30.78,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,49,34.36,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,50,33.09,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,51,129.47,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,52,72.18,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,53,76.72,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,54,62.86,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,55,596.44,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,56,311.05,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122156,ENGIE,1800044415,57,316.69,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122155,ENGIE,1800044416,1,442.48,REACTIVE MEP,03/12/18,442.48,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,1,"2,388.12",REACTIVE MEP,03/12/18,"12,547.17",Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,2,507.15,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,3,304.85,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,4,54.26,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,5,523.05,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,6,707.81,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,7,38.05,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,8,253.51,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,9,89.68,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,10,"2,912.50",REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,11,34.08,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,12,66.33,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,13,891.71,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,14,58.39,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,15,61.58,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,16,923.03,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,17,418.38,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,18,99.80,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,19,8.92,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,20,493.30,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,21,233.18,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,22,532.98,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,23,66.17,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,24,33.09,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,25,750.97,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,26,24.82,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122165,ENGIE,1800044537,27,71.46,REACTIVE BUILDING FABRIC,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,1,119.56,REACTIVE MEP,03/12/18,"15,927.54",Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,2,157.10,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,3,610.12,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,4,309.48,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,5,154.18,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,6,307.47,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,7,307.47,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,8,318.32,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,9,525.14,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,10,385.66,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,11,319.97,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,12,61.75,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,13,305.81,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,14,361.90,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,15,117.07,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,16,77.17,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,17,61.34,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,18,537.27,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,19,118.30,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,20,180.33,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,21,255.97,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,22,49.50,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,23,429.48,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,24,715.35,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
ENGIE,800122167,ENGIE,1800044538,25,133.08,REACTIVE MEP,03/12/18,,Technical and Service Support,Works - Construction
