Invoice Number, Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclass
1025905,800123594,HAYS SPECIALIST RECRUITMENT,1025905,1,"1,010.09",FRS STAFF AGENCY,07/01/19,"1,010.09",CPO Delivery,Human Resources
1025906,800123593,HAYS SPECIALIST RECRUITMENT,1025906,1,"1,300.90",FRS STAFF AGENCY,07/01/19,"1,300.90",Operational Resilience,Human Resources
1025907,800123596,HAYS SPECIALIST RECRUITMENT,1025907,1,742.00,FRS STAFF AGENCY,07/01/19,742.00,Procurement,Human Resources
1025910,800123597,HAYS SPECIALIST RECRUITMENT,1025910,1,"1,430.99",FRS STAFF AGENCY,07/01/19,"1,430.99",Operational Resilience,Human Resources
1025911,800123599,HAYS SPECIALIST RECRUITMENT,1025911,1,808.07,FRS STAFF AGENCY,07/01/19,808.07,CPO Delivery,Human Resources
1031200,800123817,HAYS SPECIALIST RECRUITMENT,1031200,1,955.14,FRS STAFF AGENCY,07/01/19,955.14,Health and Safety,Human Resources
1031201,800123799,HAYS SPECIALIST RECRUITMENT,1031201,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,Management Support,Human Resources
1031203,800123780,HAYS SPECIALIST RECRUITMENT,1031203,1,"1,093.75",FRS STAFF AGENCY,07/01/19,"1,093.75",Grenfell Investigation Team,Human Resources
1031204,800123801,HAYS SPECIALIST RECRUITMENT,1031204,1,878.50,FRS STAFF AGENCY,07/01/19,878.50,Information and Communication Technology,Human Resources
1031205,800123821,HAYS SPECIALIST RECRUITMENT,1031205,1,"1,389.85",FRS STAFF AGENCY,07/01/19,"1,389.85",Training and Professional Development,Human Resources
1031206,800123791,HAYS SPECIALIST RECRUITMENT,1031206,1,602.70,FRS STAFF AGENCY,07/01/19,602.70,People Services,Human Resources
1031207,800123758,HAYS SPECIALIST RECRUITMENT,1031207,1,"1,824.80",FRS STAFF AGENCY,07/01/19,"1,824.80",Information and Communication Technology,Human Resources
1031208,800123806,HAYS SPECIALIST RECRUITMENT,1031208,1,"1,526.49",FRS STAFF AGENCY,07/01/19,"1,526.49",Training and Professional Development,Human Resources
1031209,800123772,HAYS SPECIALIST RECRUITMENT,1031209,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,Management Support,Human Resources
1031210,800123789,HAYS SPECIALIST RECRUITMENT,1031210,1,443.52,FRS STAFF AGENCY,07/01/19,443.52,People Services,Human Resources
1031211,800123790,HAYS SPECIALIST RECRUITMENT,1031211,1,"1,584.55",FRS STAFF AGENCY,07/01/19,"1,584.55",Procurement,Human Resources
1031212,800123808,HAYS SPECIALIST RECRUITMENT,1031212,1,656.32,FRS STAFF AGENCY,07/01/19,656.32,Central Operations,Human Resources
1031213,800123770,HAYS SPECIALIST RECRUITMENT,1031213,1,"1,320.55",FRS STAFF AGENCY,07/01/19,"1,320.55",Procurement,Human Resources
1031214,800123796,HAYS SPECIALIST RECRUITMENT,1031214,1,739.20,FRS STAFF AGENCY,07/01/19,739.20,People Services,Human Resources
1031215,800123818,HAYS SPECIALIST RECRUITMENT,1031215,1,955.14,FRS STAFF AGENCY,07/01/19,955.14,Corporate Management Team,Human Resources
1031216,800123809,HAYS SPECIALIST RECRUITMENT,1031216,1,"1,159.73",FRS STAFF AGENCY,07/01/19,"1,159.73",General Counsel,Human Resources
1031217,800123795,HAYS SPECIALIST RECRUITMENT,1031217,1,874.30,FRS STAFF AGENCY,07/01/19,874.30,People Services,Human Resources
1031219,800123815,HAYS SPECIALIST RECRUITMENT,1031219,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,People Services,Human Resources
1031220,800123802,HAYS SPECIALIST RECRUITMENT,1031220,1,277.92,FRS STAFF AGENCY,07/01/19,277.92,General Counsel,Human Resources
1031221,800123774,HAYS SPECIALIST RECRUITMENT,1031221,1,927.15,FRS STAFF AGENCY,07/01/19,927.15,Grenfell Investigation Team,Human Resources
1031222,800123794,HAYS SPECIALIST RECRUITMENT,1031222,1,602.70,FRS STAFF AGENCY,07/01/19,602.70,Procurement,Human Resources
1031223,800123771,HAYS SPECIALIST RECRUITMENT,1031223,1,585.42,FRS STAFF AGENCY,07/01/19,585.42,Operational Resilience,Human Resources
1031224,800123761,HAYS SPECIALIST RECRUITMENT,1031224,1,559.66,FRS STAFF AGENCY,07/01/19,559.66,Finance Services,Human Resources
1031225,800123816,HAYS SPECIALIST RECRUITMENT,1031225,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,Technical and Service Support,Human Resources
1031226,800123804,HAYS SPECIALIST RECRUITMENT,1031226,1,557.59,FRS STAFF AGENCY,07/01/19,557.59,Finance Services,Human Resources
1031227,800123784,HAYS SPECIALIST RECRUITMENT,1031227,1,502.88,FRS STAFF AGENCY,07/01/19,502.88,Information and Communication Technology,Human Resources
1031228,800123820,HAYS SPECIALIST RECRUITMENT,1031228,1,644.35,FRS STAFF AGENCY,07/01/19,644.35,Information and Communication Technology,Human Resources
1031229,800123813,HAYS SPECIALIST RECRUITMENT,1031229,1,"1,093.75",FRS STAFF AGENCY,07/01/19,"1,093.75",Grenfell Investigation Team,Human Resources
1031230,800123785,HAYS SPECIALIST RECRUITMENT,1031230,1,318.57,FRS STAFF AGENCY,07/01/19,318.57,Management Support,Human Resources
1031231,800123814,HAYS SPECIALIST RECRUITMENT,1031231,1,356.20,FRS STAFF AGENCY,07/01/19,356.20,Operational Policy,Human Resources
1031232,800123782,HAYS SPECIALIST RECRUITMENT,1031232,1,739.20,FRS STAFF AGENCY,07/01/19,739.20,People Services,Human Resources
1031233,800123793,HAYS SPECIALIST RECRUITMENT,1031233,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,Training and Professional Development,Human Resources
1031234,800123798,HAYS SPECIALIST RECRUITMENT,1031234,1,483.40,FRS STAFF AGENCY,07/01/19,483.40,Management Support,Human Resources
1031236,800123767,HAYS SPECIALIST RECRUITMENT,1031236,1,"1,454.25",FRS STAFF AGENCY,07/01/19,"1,454.25",Operational Policy,Human Resources
1031237,800123765,HAYS SPECIALIST RECRUITMENT,1031237,1,536.63,FRS STAFF AGENCY,07/01/19,536.63,Procurement,Human Resources
1031238,800123763,HAYS SPECIALIST RECRUITMENT,1031238,1,588.41,FRS STAFF AGENCY,07/01/19,588.41,Grenfell Investigation Team,Human Resources
1031239,800123776,HAYS SPECIALIST RECRUITMENT,1031239,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,Management Support,Human Resources
1031240,800123783,HAYS SPECIALIST RECRUITMENT,1031240,1,763.84,FRS STAFF AGENCY,07/01/19,763.84,People Services,Human Resources
1031241,800123778,HAYS SPECIALIST RECRUITMENT,1031241,1,883.75,FRS STAFF AGENCY,07/01/19,883.75,Grenfell Investigation Legal Costs,Human Resources
1031242,800123787,HAYS SPECIALIST RECRUITMENT,1031242,1,883.75,FRS STAFF AGENCY,07/01/19,883.75,Grenfell Investigation Legal Costs,Human Resources
1031243,800123779,HAYS SPECIALIST RECRUITMENT,1031243,1,"1,635.60",FRS STAFF AGENCY,07/01/19,"1,635.60",Information and Communication Technology,Human Resources
1031244,800123762,HAYS SPECIALIST RECRUITMENT,1031244,1,780.54,FRS STAFF AGENCY,07/01/19,780.54,Operational Resilience,Human Resources
1031245,800123781,HAYS SPECIALIST RECRUITMENT,1031245,1,604.58,FRS STAFF AGENCY,07/01/19,604.58,Operational Resilience,Human Resources
1031246,800123764,HAYS SPECIALIST RECRUITMENT,1031246,1,602.70,FRS STAFF AGENCY,07/01/19,602.70,Technical and Service Support,Human Resources
1031247,800123777,HAYS SPECIALIST RECRUITMENT,1031247,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,Community Safety,Human Resources
1031248,800123773,HAYS SPECIALIST RECRUITMENT,1031248,1,706.72,FRS STAFF AGENCY,07/01/19,706.72,Operational Resilience,Human Resources
1031249,800123786,HAYS SPECIALIST RECRUITMENT,1031249,1,878.85,FRS STAFF AGENCY,07/01/19,878.85,Information and Communication Technology,Human Resources
1031250,800123788,HAYS SPECIALIST RECRUITMENT,1031250,1,496.72,FRS STAFF AGENCY,07/01/19,496.72,Operational Resilience,Human Resources
1031251,800123759,HAYS SPECIALIST RECRUITMENT,1031251,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,General Counsel,Human Resources
1031252,800123807,HAYS SPECIALIST RECRUITMENT,1031252,1,"2,111.70",FRS STAFF AGENCY,07/01/19,"2,111.70",Corporate Portfolio Office,Human Resources
1031253,800123810,HAYS SPECIALIST RECRUITMENT,1031253,1,620.55,FRS STAFF AGENCY,07/01/19,620.55,Fire Stations (South West),Human Resources
1031254,800123775,HAYS SPECIALIST RECRUITMENT,1031254,1,874.30,FRS STAFF AGENCY,07/01/19,874.30,Information and Communication Technology,Human Resources
1031255,800123769,HAYS SPECIALIST RECRUITMENT,1031255,1,962.15,FRS STAFF AGENCY,07/01/19,962.15,Technical and Service Support,Human Resources
1031256,800123803,HAYS SPECIALIST RECRUITMENT,1031256,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,Management Support,Human Resources
1031257,800123797,HAYS SPECIALIST RECRUITMENT,1031257,1,630.35,FRS STAFF AGENCY,07/01/19,630.35,Procurement,Human Resources
1031258,800123792,HAYS SPECIALIST RECRUITMENT,1031258,1,729.92,FRS STAFF AGENCY,07/01/19,729.92,Information and Communication Technology,Human Resources
1031260,800123812,HAYS SPECIALIST RECRUITMENT,1031260,1,"1,093.75",FRS STAFF AGENCY,07/01/19,"1,093.75",Grenfell Investigation Team,Human Resources
1031261,800123819,HAYS SPECIALIST RECRUITMENT,1031261,1,764.12,FRS STAFF AGENCY,07/01/19,764.12,People Services,Human Resources
1031262,800123766,HAYS SPECIALIST RECRUITMENT,1031262,1,438.82,FRS STAFF AGENCY,07/01/19,438.82,Management Support,Human Resources
1031263,800123811,HAYS SPECIALIST RECRUITMENT,1031263,1,382.06,FRS STAFF AGENCY,07/01/19,382.06,People Services,Human Resources
1031264,800123760,HAYS SPECIALIST RECRUITMENT,1031264,1,620.90,FRS STAFF AGENCY,07/01/19,620.90,Management Support,Human Resources
1031268,800123825,HAYS SPECIALIST RECRUITMENT,1031268,1,602.70,FRS STAFF AGENCY,07/01/19,602.70,People Services,Human Resources
1031269,800123829,HAYS SPECIALIST RECRUITMENT,1031269,1,739.20,FRS STAFF AGENCY,07/01/19,739.20,People Services,Human Resources
1031270,800123826,HAYS SPECIALIST RECRUITMENT,1031270,1,586.72,FRS STAFF AGENCY,07/01/19,586.72,General Counsel,Human Resources
1031271,800123828,HAYS SPECIALIST RECRUITMENT,1031271,1,927.15,FRS STAFF AGENCY,07/01/19,927.15,Grenfell Investigation Team,Human Resources
1031272,800123822,HAYS SPECIALIST RECRUITMENT,1031272,1,482.17,FRS STAFF AGENCY,07/01/19,482.17,Procurement,Human Resources
1031273,800123824,HAYS SPECIALIST RECRUITMENT,1031273,1,515.48,FRS STAFF AGENCY,07/01/19,515.48,Information and Communication Technology,Human Resources
1031274,800123823,HAYS SPECIALIST RECRUITMENT,1031274,1,883.40,FRS STAFF AGENCY,07/01/19,883.40,Operational Resilience,Human Resources
1031275,800123827,HAYS SPECIALIST RECRUITMENT,1031275,1,620.55,FRS STAFF AGENCY,07/01/19,620.55,Fire Stations (South West),Human Resources
1031278,800123832,HAYS SPECIALIST RECRUITMENT,1031278,1,602.70,FRS STAFF AGENCY,07/01/19,602.70,People Services,Human Resources
1031279,800123830,HAYS SPECIALIST RECRUITMENT,1031279,1,927.15,FRS STAFF AGENCY,07/01/19,927.15,Grenfell Investigation Team,Human Resources
1031280,800123833,HAYS SPECIALIST RECRUITMENT,1031280,1,883.40,FRS STAFF AGENCY,07/01/19,883.40,Operational Resilience,Human Resources
1031281,800123831,HAYS SPECIALIST RECRUITMENT,1031281,1,620.55,FRS STAFF AGENCY,07/01/19,620.55,Fire Stations (South West),Human Resources
1031284,800123835,HAYS SPECIALIST RECRUITMENT,1031284,1,602.70,FRS STAFF AGENCY,07/01/19,602.70,People Services,Human Resources
1031285,800123836,HAYS SPECIALIST RECRUITMENT,1031285,1,927.15,FRS STAFF AGENCY,07/01/19,927.15,Grenfell Investigation Team,Human Resources
1031286,800123837,HAYS SPECIALIST RECRUITMENT,1031286,1,883.40,FRS STAFF AGENCY,07/01/19,883.40,Operational Resilience,Human Resources
1031287,800123834,HAYS SPECIALIST RECRUITMENT,1031287,1,620.55,FRS STAFF AGENCY,07/01/19,620.55,Fire Stations (South West),Human Resources
1031291,800123839,HAYS SPECIALIST RECRUITMENT,1031291,1,883.40,FRS STAFF AGENCY,07/01/19,883.40,Operational Resilience,Human Resources
1031292,800123838,HAYS SPECIALIST RECRUITMENT,1031292,1,620.55,FRS STAFF AGENCY,07/01/19,620.55,Fire Stations (South West),Human Resources
1031296,800123841,HAYS SPECIALIST RECRUITMENT,1031296,1,706.72,FRS STAFF AGENCY,07/01/19,706.72,Operational Resilience,Human Resources
1031297,800123842,HAYS SPECIALIST RECRUITMENT,1031297,1,620.55,FRS STAFF AGENCY,07/01/19,620.55,Fire Stations (South West),Human Resources
1031300,800123843,HAYS SPECIALIST RECRUITMENT,1031300,1,883.40,FRS STAFF AGENCY,07/01/19,883.40,Operational Resilience,Human Resources
1031303,800123844,HAYS SPECIALIST RECRUITMENT,1031303,1,883.40,FRS STAFF AGENCY,07/01/19,883.40,Operational Resilience,Human Resources
1031304,800123845,HAYS SPECIALIST RECRUITMENT,1031304,1,883.40,FRS STAFF AGENCY,07/01/19,883.40,Operational Resilience,Human Resources
1031306,800123846,HAYS SPECIALIST RECRUITMENT,1031306,1,807.68,FRS STAFF AGENCY,07/01/19,807.68,Operational Resilience,Human Resources
1031307,800123847,HAYS SPECIALIST RECRUITMENT,1031307,1,883.40,FRS STAFF AGENCY,07/01/19,883.40,Operational Resilience,Human Resources
1032525,800124170,HAYS SPECIALIST RECRUITMENT,1032525,1,821.19,FRS STAFF AGENCY,07/01/19,821.19,Grenfell Investigation Team,Human Resources
1032526,800124172,HAYS SPECIALIST RECRUITMENT,1032526,1,739.20,FRS STAFF AGENCY,07/01/19,739.20,People Services,Human Resources
1032531,800124169,HAYS SPECIALIST RECRUITMENT,1032531,1,602.35,FRS STAFF AGENCY,07/01/19,602.35,Community Safety,Human Resources
10510,020119K,THE BALLOON & KITE COMPANY LTD,10510,1,425.00,PUBLIC RELATIONS,07/01/19,613.70,Communications,Facilities & Management Services
10510,020119K,THE BALLOON & KITE COMPANY LTD,10510,2,143.70,PUBLIC RELATIONS,07/01/19,,Communications,Facilities & Management Services
10510,020119K,THE BALLOON & KITE COMPANY LTD,10510,3,45.00,PUBLIC RELATIONS,07/01/19,,Communications,Facilities & Management Services
10634,800124297,AZTEC COMPUTING LTD,10634,1,"3,000.00",SOFTWARE BESPOKE,07/01/19,"6,937.50",People Services,ICT
10634,800124297,AZTEC COMPUTING LTD,10634,2,"3,937.50",SOFTWARE BESPOKE,07/01/19,,Information and Communication Technology,ICT
10635,800124298,AZTEC COMPUTING LTD,10635,1,"1,550.00",SOFTWARE BESPOKE,07/01/19,"1,550.00",Information and Communication Technology,ICT
10636,800124299,AZTEC COMPUTING LTD,10636,1,"1,162.50",SOFTWARE BESPOKE,07/01/19,"1,162.50",People Services,ICT
10637,800124300,AZTEC COMPUTING LTD,10637,1,775.00,SOFTWARE BESPOKE,07/01/19,775.00,Information and Communication Technology,ICT
10638,800124301,AZTEC COMPUTING LTD,10638,1,"1,162.50",SOFTWARE BESPOKE,07/01/19,"1,162.50",Central Operations,ICT
10639,800124302,AZTEC COMPUTING LTD,10639,1,"1,356.25",SOFTWARE BESPOKE,07/01/19,"1,356.25",Information and Communication Technology,ICT
10640,800124303,AZTEC COMPUTING LTD,10640,1,"2,325.00",SOFTWARE BESPOKE,07/01/19,"2,325.00",Information and Communication Technology,ICT
1085,201218G,JANE STANCLIFFE,1085,1,"2,400.00",CONSULTANTS,07/01/19,"2,400.00",Communications,Consultancy
1125032,181218K,FIREANGEL SAFETY TECHNOLOGY LD,1125032,1,840.00,FIRE DETECTORS,07/01/19,"1,440.00",Fire Stations (South East),Health and Safety
1125032,181218K,FIREANGEL SAFETY TECHNOLOGY LD,1125032,2,300.00,FIRE DETECTORS,07/01/19,,Fire Stations (South East),Health and Safety
1125032,181218K,FIREANGEL SAFETY TECHNOLOGY LD,1125032,3,300.00,FIRE DETECTORS,07/01/19,,Fire Stations (South East),Health and Safety
1140531317,201218G,KONICA MINOLTA BUSINESS,1140531317,1,960.70,HARDWARE PRINTERS,07/01/19,"3,577.53",Communications,ICT
1140531317,201218G,KONICA MINOLTA BUSINESS,1140531317,2,"1,480.76",HARDWARE PRINTERS,07/01/19,,Communications,ICT
1140531317,201218G,KONICA MINOLTA BUSINESS,1140531317,3,296.88,HARDWARE PRINTERS,07/01/19,,Communications,ICT
1140531317,201218G,KONICA MINOLTA BUSINESS,1140531317,4,312.02,HARDWARE PRINTERS,07/01/19,,Communications,ICT
1140531317,201218G,KONICA MINOLTA BUSINESS,1140531317,5,28.47,HARDWARE PRINTERS,07/01/19,,Communications,ICT
1140531317,201218G,KONICA MINOLTA BUSINESS,1140531317,6,498.70,HARDWARE PRINTERS,07/01/19,,Communications,ICT
1195033721,211218K,KORN FERRY HAY GROUP,1195033721,1,450.00,CONSULTANTS,07/01/19,450.00,People Services,Consultancy
124944,020119G,COPYPRINT UK LTD,124944,1,612.92,PRINTING,07/01/19,612.92,Community Safety,Facilities & Management Services
13123,020119K,CK DIRECT,13123,1,"1,755.00",REACTIVE SMALL WORKS AND PROJ,07/01/19,"1,755.00",Technical and Service Support,Works - Construction
13515,211218K,WATERFRONT MANUFACTURING LTD,13515,1,785.00,UNIFORMS,07/01/19,"1,410.00",Fire Stations (Management),Clothing
13515,211218K,WATERFRONT MANUFACTURING LTD,13515,2,625.00,UNIFORMS,07/01/19,,Fire Stations (Management),Clothing
1557113,142499,CASTLE WATER LIMITED,1557113,1,514.49,WATER & SEWERAGE RATES,07/01/19,514.49,Technical and Service Support,Utilities
1557910,142499,CASTLE WATER LIMITED,1557910,1,492.09,WATER & SEWERAGE RATES,07/01/19,492.09,Technical and Service Support,Utilities
1558216,142499,CASTLE WATER LIMITED,1558216,1,403.47,WATER & SEWERAGE RATES,07/01/19,403.47,Technical and Service Support,Utilities
1559560,142497,CASTLE WATER LIMITED,1559560,1,439.31,WATER & SEWERAGE RATES,07/01/19,439.31,Technical and Service Support,Utilities
1559567,142513,CASTLE WATER LIMITED,1559567,1,915.70,WATER & SEWERAGE RATES,07/01/19,915.70,Technical and Service Support,Utilities
1560157,142499,CASTLE WATER LIMITED,1560157,1,"1,038.09",WATER & SEWERAGE RATES,07/01/19,"1,038.09",Technical and Service Support,Utilities
1562333,142496,CASTLE WATER LIMITED,1562333,1,313.39,WATER & SEWERAGE RATES,07/01/19,313.39,Technical and Service Support,Utilities
1566000,142512,CASTLE WATER LIMITED,1566000,1,371.71,WATER & SEWERAGE RATES,07/01/19,371.71,Technical and Service Support,Utilities
1568407,142513,CASTLE WATER LIMITED,1568407,1,477.17,WATER & SEWERAGE RATES,07/01/19,477.17,Technical and Service Support,Utilities
1569154,142512,CASTLE WATER LIMITED,1569154,1,"1,458.97",WATER & SEWERAGE RATES,07/01/19,"1,458.97",Technical and Service Support,Utilities
1570054,142513,CASTLE WATER LIMITED,1570054,1,555.11,WATER & SEWERAGE RATES,07/01/19,555.11,Technical and Service Support,Utilities
161118,020119G,MASSEY SHAW AND MARINE VESSELS,161118,1,"1,000.00",GENERAL,07/01/19,"1,000.00",Community Safety,Consultancy
165D/LFB3/3D,020119K,OPERATIONAL RESEARCH IN HEALTH,165D/LFB3/3D,1,"4,350.00",CONSULTANTS,07/01/19,"4,350.00",Central Operations,Consultancy
17623,211218K,RUTH LEE LTD,17623,1,620.80,OPERATIONAL EQUIP-PURCHASE,07/01/19,"1,094.80",Fire Stations (North West),Fire & Rescue
17623,211218K,RUTH LEE LTD,17623,2,474.00,OPERATIONAL EQUIP-PURCHASE,07/01/19,,Fire Stations (North West),Fire & Rescue
176889,201218V,CMT,176889,1,157.68,OPERATIONAL EQUIP-PURCHASE,07/01/19,"6,059.06",Technical and Service Support,Fire & Rescue
176889,201218V,CMT,176889,2,17.38,OPERATIONAL EQUIP-PURCHASE,07/01/19,,Technical and Service Support,Fire & Rescue
176889,201218V,CMT,176889,3,"5,830.00",OPERATIONAL EQUIP-PURCHASE,07/01/19,,Technical and Service Support,Fire & Rescue
176889,201218V,CMT,176889,4,54.00,OPERATIONAL EQUIP-PURCHASE,07/01/19,,Technical and Service Support,Fire & Rescue
180131,171218K,PANTHERELLA INTERNATIONAL GRP,180131,1,515.59,UNIFORMS - POMS,07/01/19,515.59,Procurement,Clothing
18020242,201218V,BUREAU VERITAS,18020242,1,"102,565.46",SCIENTIFIC SERVICES,07/01/19,"102,565.46",Procurement,Environmental Services
