Identifier,Title,Description ,Currency,Amount awarded,Award Date,Planned Dates:Start Date,Planned Dates:End Date,Recipient Org:Name,Recipient Org:Identifier,Recipient Org:Charity Number,Recipient Org:Company Number,Funding Org:Identifier,Funding Org:Name,Funding Org:Department,Grant Programme:Title,Last Modified,Data Source,Approved by
360G-GLA-GrNRdHgFAXUsh4r,Grant to Slade Gardens Community Play Association,"In relation to the FreeSport programme

",GBP,1500,2015-01-07,2015-01-07,2015-04-01,Slade Gardens Community Play Association,GB-CHC-1080876,1080876,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GCq5Uyi88ESrO9D,Grant to Parkwood Community Leisure,"In relation to the FreeSport programme

",GBP,814,2015-01-07,2015-01-07,2015-02-25,Parkwood Community Leisure,GB-COH-06054092,,06054092,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GT1bacIIPZBp2ZX,Grant to Muslimah Sports Association,"In relation to the FreeSport programme

",GBP,1500,2015-01-07,2015-01-07,2015-04-08,Muslimah Sports Association,360G-GLA-RA5128ImKvGcpqK,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G5SYb6t5wbFPxie,Grant to Enfield Town Shotokan Karate Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-07,2015-01-07,2015-04-08,Enfield Town Shotokan Karate Club,360G-GLA-REJg8EdnMgys0hX,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GmHIBFPlCE1IerW,Grant to Archery for All,"In relation to the FreeSport programme

",GBP,400,2015-01-07,2015-01-07,2015-01-28,Archery for All,360G-GLA-RRySDUqNhRtZxHI,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GFB9zUnO0FRzPhx,Grant to Age UK Merton,"In relation to the FreeSport programme

",GBP,1225,2015-01-07,2015-01-07,2015-03-25,Age UK Merton,GB-CHC-1105384,1105384,05173595,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Gsg7IKb2Pt6fuPS,Grant to A Mile in Her Shoes,"In relation to the FreeSport programme

",GBP,550,2015-01-07,2015-01-07,2015-04-01,A Mile in Her Shoes,GB-CHC-1167381,1167381,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GVj9ybV5c6Euz0p,Grant to Westminster Boating Base,"In relation to the FreeSport programme

",GBP,1500,2015-01-08,2015-01-08,2015-04-09,Westminster Boating Base,GB-CHC-299412,299412,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G4KdBbKCV9cMUX3,Grant to TEAMWIRC,"In relation to the FreeSport programme

",GBP,1500,2015-01-08,2015-01-08,2015-03-12,TEAMWIRC,360G-GLA-R33vnumoEZVl9qF,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GOWZxw1FGAz3Sj7,Grant to London Sports Trust,"In relation to the FreeSport programme

",GBP,1095,2015-01-08,2015-01-08,2015-02-26,London Sports Trust,GB-CHC-1077167,1077167,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GK3z917rgryMIjy,Grant to Highbury Korfball Club,"In relation to the FreeSport programme

",GBP,1480,2015-01-08,2015-01-08,2015-03-12,Highbury Korfball Club,360G-GLA-RedARFU9cfQhTaR,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GpNw4uEhwN1kplE,Grant to Tottenham Community Sports Centre,"In relation to the FreeSport programme

",GBP,1100,2015-01-09,2015-01-09,2015-03-27,Tottenham Community Sports Centre,GB-CHC-1022202,1022202,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GKVqOvU7vwI3zQH,Grant to The HIVE Croydon,"In relation to the FreeSport programme

",GBP,1500,2015-01-09,2015-01-09,2015-03-27,The HIVE Croydon,GB-CHC-1149329,1149329,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Gqks6Q3JDW0Vch7,Grant to Mytime Active,"In relation to the FreeSport programme

",GBP,1300,2015-01-09,2015-01-09,2015-03-13,Mytime Active,GB-CHC-1102460,1102460,04809606,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GB6jDzH1sfOTp4P,Grant to Innovation Dance Studios Ltd,"In relation to the FreeSport programme

",GBP,620,2015-01-09,2015-01-09,2015-03-27,Innovation Dance Studios Ltd,GB-CHC-1153263,1153263,07735710,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Gl7NwpVl3UVRtIR,Grant to Friends of Hillside Gardens Park,"In relation to the FreeSport programme

",GBP,1330,2015-01-09,2015-01-09,2015-04-05,Friends of Hillside Gardens Park,GB-CHC-1122576,1122576,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GLW52WO8s80bB3Y,Grant to Folk in Motion CIC,"In relation to the FreeSport programme

",GBP,1500,2015-01-09,2015-01-09,2015-04-10,Folk in Motion CIC,GB-COH-08609883,,08609883,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GNyJKTJ5R3gBb2R,Grant to WISE Youth Trust,"In relation to the FreeSport programme

",GBP,1500,2015-01-10,2015-01-10,2015-04-11,WISE Youth Trust,GB-CHC-1140869,1140869,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GrIm4iCNMMOEf9g,Grant to South London 6th Form Football League Limited,"In relation to the FreeSport programme

",GBP,1350,2015-01-10,2015-01-10,2015-02-28,South London 6th Form Football League Limited,GB-COH-08366091,,08366091,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G3QxCX2sN0BV4Yh,Grant to Hackney Sparrows Wheelchair Basketball Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-10,2015-01-10,2015-03-28,Hackney Sparrows Wheelchair Basketball Club,GB-CHC-802168,802168,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GIr4fLxhW9YOOh8,Grant to England Athletics- Run! London Project,"In relation to the FreeSport programme

",GBP,946.75,2015-01-10,2015-01-10,2015-02-28,England Athletics,GB-COH-05583713,,05583713,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G8dAF2YsDJRwp4a,Grant to De Silva Taekwon-Do Limited,"In relation to the FreeSport programme

",GBP,1500,2015-01-10,2015-01-10,2015-03-21,De Silva Taekwon-Do Limited,GB-COH-05575104,,05575104,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G4bFFl1XD5PyuUP,Grant to Apsara Arts,"In relation to the FreeSport programme

",GBP,1500,2015-01-10,2015-01-10,2015-04-04,Apsara Arts,GB-CHC-1103414,1103414,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GIgmLnZcshII7XS,Grant to Ali's Dojang,"In relation to the FreeSport programme

",GBP,1010,2015-01-10,2015-01-10,2015-02-14,Ali's Dojang,360G-GLA-RFw8uReXDvcKgLp,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GcnZi3pUci47Rga,Grant to The 2000 Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-11,2015-01-11,2015-04-12,The 2000 Club,GB-CHC-295074,295074,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GMGn9pAuEXD7i1P,Grant to Sport4Health Community Interest Company,"In relation to the FreeSport programme

",GBP,1420,2015-01-11,2015-01-11,2015-04-12,Sport4Health Community Interest Company,GB-COH-05933331,,05933331,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Gtd3RxlYKfa884K,Grant to Riana Development Foundation Network,"In relation to the FreeSport programme

",GBP,1500,2015-01-11,2015-01-11,2015-04-11,Riana Development Foundation Network,GB-CHC-1119733,1119733,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GgdCUrjx5ZYDJ6a,Grant to Poplar HARCA,"In relation to the FreeSport programme

",GBP,1500,2015-01-11,2015-01-11,2015-03-28,Poplar HARCA,GB-CHC-1064397,1064397,03249344,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G1RKdXJZ8vPGdRV,Grant to The Salmon Youth Centre,"In relation to the FreeSport programme

",GBP,1410,2015-01-12,2015-01-12,2015-03-23,The Salmon Youth Centre,GB-CHC-278979,278979,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Gf1U2n1SOUsyQ4g,Grant to Stepney Football Club,"In relation to the FreeSport programme

",GBP,1500,2015-01-12,2015-01-12,2015-02-27,Stepney Football Club,360G-GLA-RDdIlfNRuevfUZI,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GVIlkivMRjR3T4j,Grant to Shacklewell Primary School,"In relation to the FreeSport programme

",GBP,1025,2015-01-12,2015-01-12,2015-04-03,Shacklewell Primary School,GB-EDU-100241,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GLXEAympzM246jV,Grant to Rathbone Society,"In relation to the FreeSport programme

",GBP,1500,2015-01-12,2015-01-12,2015-04-10,Rathbone Society,GB-CHC-1096727,1096727,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GgASDQOibrJdSkR,Grant to North London Cricket Club,"In relation to the FreeSport programme

",GBP,1000,2015-01-12,2015-01-12,2015-03-27,North London Cricket Club,360G-GLA-RtqBBjtTqBYPnLm,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GokKXXrRId2LbuQ,Grant to MBS Enterprise,"In relation to the FreeSport programme

",GBP,1400,2015-01-12,2015-01-12,2015-03-02,MBS Enterprise,GB-COH-09429524,,09429524,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GTZCP4d8fNKdO3Z,Grant to London FA,"In relation to the FreeSport programme

",GBP,940,2015-01-12,2015-01-12,2015-03-30,London FA,360G-GLA-RBbHEcngDwh3rwD,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G6BrIbujUF9yDiM,Grant to LB Southwark,"In relation to the FreeSport programme

",GBP,590,2015-01-12,2015-01-12,2015-03-31,LB Southwark,GB-LAE-SWK,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GuffYygqvi1Gk9w,Grant to Jacksons Lane,"In relation to the FreeSport programme

",GBP,1500,2015-01-12,2015-01-12,2015-03-27,Jacksons Lane,GB-CHC-1119318,1119318,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GAqOEmltPwSVW3n,Grant to Fusion Lifestyle,"In relation to the FreeSport programme

",GBP,1500,2015-01-12,2015-01-12,2015-03-30,Fusion Lifestyle,GB-CHC-1107737,1107737,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GKuVAMYIBzd3Wvw,Grant to Capital City Academy,"In relation to the FreeSport programme

",GBP,1500,2015-01-12,2015-01-12,2015-03-28,Capital City Academy,GB-CHC-1089438,1089438,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G8NlmGvhk7xid3w,Grant to Cambridge House,"In relation to the FreeSport programme

",GBP,1500,2015-01-12,2015-01-12,2015-03-27,Cambridge House,GB-CHC-265103,265103,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GbEUjWawQ3LOCUR,Grant to Age UK Bromley & Greenwich,"In relation to the FreeSport programme

",GBP,1140,2015-01-12,2015-01-12,2015-03-30,Age UK Bromley & Greenwich,GB-CHC-1060861,1060861,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G6Qynj0UeSYrV94,Grant to Wac Arts,"In relation to the FreeSport programme

",GBP,1499,2015-01-14,2015-01-14,2015-03-25,Wac Arts,GB-CHC-267043,267043,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G2Xo7oRtaQeDHWU,Grant to Park View FC,"In relation to the FreeSport programme

",GBP,1500,2015-01-14,2015-01-14,2015-03-11,Park View FC,360G-GLA-RaMitC25P5JCu8a,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GU8sXoQ5LkYXXVj,Grant to London Wheelchair Baskeball Association,"In relation to the FreeSport programme

",GBP,1475,2015-01-14,2015-01-14,2015-03-04,London Wheelchair Baskeball Association,GB-CHC-1144808,1144808,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GJ6Z7qMJFRdypOJ,Grant to Crystal Palace FC Foundation,"In relation to the FreeSport programme

",GBP,1500,2015-01-14,2015-01-14,2015-04-08,Crystal Palace FC Foundation,GB-CHC-1125878,1125878,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GU3CCIUZFnFs7SC,Grant to Southall Community Alliance,"In relation to the FreeSport programme

",GBP,1350,2015-01-15,2015-01-15,2015-03-18,Southall Community Alliance,GB-CHC-1104671,1104671,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GSTCvgnSRJtn2Wi,Grant to Lewisham Lions Softball,"In relation to the FreeSport programme

",GBP,1500,2015-01-15,2015-01-15,2015-04-08,Lewisham Lions Softball,360G-GLA-RFCZgtdHaB9sorS,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Gc8NXCQEqmyO55k,Grant to LB Hillingdon,"In relation to the FreeSport programme

",GBP,820,2015-01-15,2015-01-15,2015-03-26,LB Hillingdon,GB-LAE-HIL,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GDt4CGzISaALy7b,Grant to Innovativevisionorganisation,"In relation to the FreeSport programme

",GBP,1200,2015-01-15,2015-01-15,2015-04-12,Innovativevisionorganisation,GB-CHC-1063935,1063935,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GdxN2qI1w2hyd05,Grant to Crest Waltham Forest,"In relation to the FreeSport programme

",GBP,1420,2015-01-15,2015-01-15,2015-04-09,Crest Waltham Forest,GB-CHC-1103333,1103333,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GGoFcXdg2QegssK,Grant to Age UK Lewisham and Southwark,"In relation to the FreeSport programme

",GBP,1270,2015-01-15,2015-01-15,2015-04-12,Age UK Lewisham and Southwark,GB-CHC-296862,296862,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GzY5O9gja2xGg0n,Grant to Streatham Park Bowls Club,"In relation to the FreeSport programme

",GBP,554.8,2015-01-17,2015-01-17,2015-02-21,Streatham Park Bowls Club,360G-GLA-R0DOd3aWmuYtB9T,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Gh23WobcqyGmtuO,Grant to LB Enfield,"In relation to the FreeSport programme

",GBP,940,2015-01-17,2015-01-17,2015-03-21,LB Enfield,GB-LAE-ENF,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-G0VGFy4PrWt37Zk,Grant to Harrow St Marys Youth FC,"In relation to the FreeSport programme

",GBP,1450,2015-01-17,2015-01-17,2015-03-28,Harrow St Marys Youth FC,360G-GLA-RhzDBqwx8oPoLoJ,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-Ga4xACqS6wUL4or,Grant to Trust Thamesmead,"In relation to the FreeSport programme

",GBP,1500,2015-01-19,2015-01-19,2015-04-06,Trust Thamesmead,GB-CHC-271731,271731,01267728,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
360G-GLA-GqhGWopNi14KAL5,Grant to South West London Athletics Network,"In relation to the FreeSport programme

",GBP,1500,2015-01-19,2015-01-19,2015-03-23,South West London Athletics Network,360G-GLA-RUnezsdOFlN7jiY,,,GB-LAE-GLA,Greater London Authority,Communities and Intelligence,FreeSport,2018-02-21T14:42:00Z,https://data.london.gov.uk/dataset/gla-grants-data,MD1362
