 Batch Number,Vendor Name,Invoice Number, Line,Line Amount,Account Description,Issue Date ,Total Amount Paid,Department,Proclasss
800064086,*THOMAS KNEALE & CO LTD,TK111202,16,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,17,67.95,OFFICE FURNITURE,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,18,6.94,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,19,6.94,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,20,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,21,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,22,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,23,0.99,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,24,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,25,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,26,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,27,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,28,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,29,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,30,2.96,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,31,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,32,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,33,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,34,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,35,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,36,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,37,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,38,0.99,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,39,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,40,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,41,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,42,10.89,CLOTHING,17/08/2015,,Fire Safety Regulation,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,43,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,44,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,45,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,46,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,47,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,48,2.96,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,49,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,50,4.98,OFFICE FURNITURE,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,51,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,52,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,53,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,54,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,55,5.35,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,56,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,57,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,58,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,59,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,60,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,61,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,62,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,63,2.59,OFFICE FURNITURE,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,64,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,65,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,66,0.99,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,67,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,68,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,69,0.99,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,70,2.96,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,71,6.94,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,72,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,73,6.94,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,74,4.98,OFFICE FURNITURE,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,75,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,76,2.96,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,77,10.89,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,78,0.99,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,79,3.47,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
800064086,*THOMAS KNEALE & CO LTD,TK111202,80,1.48,CLOTHING,17/08/2015,,Operations Fire Stations,Furniture
902553,LONDON PENSIONS FUND AUTHORITY,PENSION AUG 15,2,"348,507.50",PENSION PAST SERVICE COSTS,19/08/2015,"348,507.50",Central Finance,Financial Services
902553,LONDON PENSIONS FUND AUTHORITY,TOM BRADY,1,"29,308.97",FRS STAFF SUPERANNUATION,19/08/2015,"29,308.97",Operational Resilience,Financial Services
170815H,VCG KESTREL LIMITED===========,1296,1,272,COMMUNITY RELATIONS,20/08/2015,272,Community Safety Delivery,Facilities & Management S
170815H,VCG KESTREL LIMITED===========,1648,1,360,PRINTING,20/08/2015,360,Corporate Management Team,Facilities & Management S
130815M,BLACK BOX NETWORK SERVICES UK,950530,1,"1,230.85",ACQUISITIONS,20/08/2015,"4,486.21",Information and Communication Technology,ICT
130815M,BLACK BOX NETWORK SERVICES UK,950530,2,973.26,ACQUISITIONS,20/08/2015,,Information and Communication Technology,ICT
130815M,BLACK BOX NETWORK SERVICES UK,950530,3,"1,766.12",ACQUISITIONS,20/08/2015,,Information and Communication Technology,ICT
130815M,BLACK BOX NETWORK SERVICES UK,950530,4,212.08,ACQUISITIONS,20/08/2015,,Information and Communication Technology,ICT
130815M,BLACK BOX NETWORK SERVICES UK,950530,5,110.36,ACQUISITIONS,20/08/2015,,Information and Communication Technology,ICT
130815M,BLACK BOX NETWORK SERVICES UK,950530,6,46.74,ACQUISITIONS,20/08/2015,,Information and Communication Technology,ICT
130815M,BLACK BOX NETWORK SERVICES UK,950530,7,131.8,ACQUISITIONS,20/08/2015,,Information and Communication Technology,ICT
130815M,BLACK BOX NETWORK SERVICES UK,950530,8,15,ACQUISITIONS,20/08/2015,,Information and Communication Technology,ICT
141141,THAMES WATER UTILITIES LTD====,0213662018G,1,805.64,WATER & SEWERAGE RATES,20/08/2015,805.64,Technical And Service Support,Utilities
130815M,*HUNTER APPAREL SOLUTIONS LTD,66387,1,734.3,UNIFORMS - POMS,20/08/2015,"1,311.25",Procurement,Clothing
130815M,*HUNTER APPAREL SOLUTIONS LTD,66387,2,52.45,UNIFORMS - POMS,20/08/2015,,Procurement,Clothing
130815M,*HUNTER APPAREL SOLUTIONS LTD,66387,3,524.5,UNIFORMS - POMS,20/08/2015,,Procurement,Clothing
170815H,ESRI (UK) LIMITED=============,85923,1,"3,905.50",MAINTENANCE & SUPPORT,20/08/2015,"3,905.50",Information and Communication Technology,ICT
140815H,AFFINITY WATER,101061862,1,510,CURRENT HYDRANT COSTS,20/08/2015,510,Operational Resilience,Utilities
140815H,AFFINITY WATER,101061866,1,520,CURRENT HYDRANT COSTS,20/08/2015,520,Operational Resilience,Utilities
140815M,AFFINITY WATER,101061868,1,520,CURRENT HYDRANT COSTS,20/08/2015,520,Operational Resilience,Utilities
140815M,AFFINITY WATER,101061869,1,520,CURRENT HYDRANT COSTS,20/08/2015,520,Operational Resilience,Utilities
140815M,AFFINITY WATER,101061871,1,300,CURRENT HYDRANT COSTS,20/08/2015,300,Operational Resilience,Utilities
140815M,AFFINITY WATER,101061872,1,520,CURRENT HYDRANT COSTS,20/08/2015,520,Operational Resilience,Utilities
141141,THAMES WATER UTILITIES LTD====,1038570223G,1,317.54,WATER & SEWERAGE RATES,20/08/2015,317.54,Technical And Service Support,Utilities
170815H,G WORRALL & SON LIMITED=======,111767,1,356,TACTICAL DAY TO DAY,20/08/2015,356,Technical And Service Support,Facilities & Management S
170815H,G WORRALL & SON LIMITED=======,111769,1,272,TACTICAL DAY TO DAY,20/08/2015,272,Technical And Service Support,Facilities & Management S
140815M,INFOR (UNITED KINGDOM) LIMITED,11516891-GB04G,1,535.12,CONSULTANTS,20/08/2015,535.12,Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516893-GB04G,1,"1,280.00",MAINTENANCE & SUPPORT,20/08/2015,"1,920.00",Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516893-GB04G,2,640,MAINTENANCE & SUPPORT,20/08/2015,,Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516895-GB04G,1,640,MAINTENANCE & SUPPORT,20/08/2015,729.65,Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516895-GB04G,2,47,MAINTENANCE & SUPPORT,20/08/2015,,Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516895-GB04G,3,36.05,MAINTENANCE & SUPPORT,20/08/2015,,Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516895-GB04G,4,6.6,MAINTENANCE & SUPPORT,20/08/2015,,Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516911-GB04G,1,"1,280.00",MAINTENANCE & SUPPORT,20/08/2015,"1,310.80",Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516911-GB04G,2,20.5,MAINTENANCE & SUPPORT,20/08/2015,,Information and Communication Technology,ICT
140815M,INFOR (UNITED KINGDOM) LIMITED,11516911-GB04G,3,10.3,MAINTENANCE & SUPPORT,20/08/2015,,Information and Communication Technology,ICT
140815M,VISTA LANDSCAPE MANAGEMENT LTD,121103,1,484.25,REFUSE COLLECTION,20/08/2015,484.25,Technical And Service Support,"Works - Construction, R&M"
140815M,PARTNERS BY DESIGN LTD,1221026458,1,640,OFFICE EQUIPMENT,20/08/2015,640,Central Finance,Facilities & Management S
170815H,SILVERSANDS LIMITED===========,122573,1,"2,850.00",MAINTENANCE & SUPPORT,20/08/2015,"2,850.00",Information and Communication Technology,ICT
140815M,INSTITUTION OF FIRE ENGINEERS=,12317,1,"2,154.17",PROFESSIONAL DEVELOPMENT,20/08/2015,"2,154.17",Corporate Management Team,Human Resources
141141,THAMES WATER UTILITIES LTD====,1295196012,1,305.28,WATER & SEWERAGE RATES,20/08/2015,305.28,Technical And Service Support,Utilities
170815H,PA ASSOCIATES (UK) LTD========,15078,1,"1,071.25",STRATEGIC (NON CYCLICAL),20/08/2015,"1,071.25",Technical and Service Support,Environmental Services
170815H,RESPIREX======================,151809,1,"4,045.50",OPERATIONAL EQUIP-PURCHASE,20/08/2015,"4,045.50",Hazmat Project,Clothing
100815M,IRON MOUNTAIN (UK) LTD========,16197533,1,"2,330.27",MAINTENANCE & SUPPORT,20/08/2015,"2,330.27",Information and Communication Technology,ICT
050815M,GREATER LONDON AUTHORITY======,1800005047,1,"2,950.00",PROFESSIONAL DEVELOPMENT,20/08/2015,"2,950.00",EU Fired-Up Project,Fire & Rescue
310715M,DYSLEXIA ACTION,191403,1,"1,820.00",LEARNING SUPPORT,20/08/2015,"1,820.00",HR Development,Human Resources
170815H,GRADIENT CONSULTANTS LLP======,2372,1,97.5,ASBESTOS,20/08/2015,"7,325.50",Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,2,125,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,3,97.5,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,4,146.25,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,5,97.5,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,6,55,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,7,97.5,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,8,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,9,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,10,245,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,11,245,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,12,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,13,62.5,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,14,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,15,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,16,62.5,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,17,55,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,18,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,19,225,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,20,62.5,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,21,300,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,22,55,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,23,545,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,24,80,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,25,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,26,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,27,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,28,55,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,29,205,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,30,55,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,31,55,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,32,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,33,55,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,34,45.5,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,35,97.5,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,36,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,37,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,38,125,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,39,48.75,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,40,160,ASBESTOS,20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,GRADIENT CONSULTANTS LLP======,2372,41,290,ASBESTOS,20/08/2015,,Technical and Service Support,"Works - Construction, R&M"
120815M,VODAFONE DATA SOLUTIONS======,237854,1,"1,015.00",TELECOMMUNICATIONS,20/08/2015,"1,092.73",Information and Communication Technology,ICT
120815M,VODAFONE DATA SOLUTIONS======,237854,2,77.73,TELECOMMUNICATIONS,20/08/2015,,Information and Communication Technology,ICT
140815M,INSIGHT DIRECT (UK) LTD=======,2470945,1,"10,037.30",STATIONERY CONSUMABLES,20/08/2015,"10,037.30",Information and Communication Technology,ICT
140815M,INSIGHT DIRECT (UK) LTD=======,2471990,1,"12,905.10",STATIONERY CONSUMABLES,20/08/2015,"12,905.10",Information and Communication Technology,ICT
170815H,CHARTERBRAE LIMITED===========,24989,1,"1,146.50",UNIFORMS - POMS,20/08/2015,"1,146.50",Procurement,Furniture
800064462,ADECCO UK LIMITED=============,27097787,1,351.68,FRS STAFF AGENCY,20/08/2015,351.68,Fire Safety Regulation,Human Resources
800064463,ADECCO UK LIMITED=============,27104427,1,439.6,FRS STAFF AGENCY,20/08/2015,439.6,Fire Safety Regulation,Human Resources
800064464,ADECCO UK LIMITED=============,27111291,1,439.6,FRS STAFF AGENCY,20/08/2015,439.6,Fire Safety Regulation,Human Resources
800064466,ADECCO UK LIMITED=============,27133500,1,942.2,FRS STAFF AGENCY,20/08/2015,942.2,Operational Assurance,Human Resources
800064467,ADECCO UK LIMITED=============,27133501,1,942.2,FRS STAFF AGENCY,20/08/2015,942.2,Operational Assurance,Human Resources
800064468,ADECCO UK LIMITED=============,27140674,1,807.6,FRS STAFF AGENCY,20/08/2015,807.6,Operational Assurance,Human Resources
800064469,ADECCO UK LIMITED=============,27140675,1,753.76,FRS STAFF AGENCY,20/08/2015,753.76,Operational Assurance,Human Resources
800064470,ADECCO UK LIMITED=============,27140676,1,753.76,FRS STAFF AGENCY,20/08/2015,753.76,Operational Assurance,Human Resources
800064471,ADECCO UK LIMITED=============,27140677,1,753.76,FRS STAFF AGENCY,20/08/2015,753.76,Operational Assurance,Human Resources
800064472,ADECCO UK LIMITED=============,27178659,1,861.44,FRS STAFF AGENCY,20/08/2015,861.44,Operational Assurance,Human Resources
170815H,ARKAS LIMITED=================,27454,1,197.5,STRATEGIC (CYCLICAL),20/08/2015,806.5,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27454,2,247,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27454,3,181,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27454,4,181,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27551,1,230.5,STRATEGIC (CYCLICAL),20/08/2015,985.21,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27551,2,336.27,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27551,3,197.5,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27551,4,220.94,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27569,1,444.1,STRATEGIC (CYCLICAL),20/08/2015,"1,296.68",Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27569,2,247,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27569,3,190.84,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
170815H,ARKAS LIMITED=================,27569,4,414.74,STRATEGIC (CYCLICAL),20/08/2015,,Technical And Service Support,"Works - Construction, R&M"
130815M,BROWNS OF BEXLEY,280715,1,420,REFRESHMENTS,20/08/2015,420,Community Safety Delivery,Catering
170815H,PRECISE MEDIA MONITORING LTD==,330465,1,798.6,PRESS OFFICE,20/08/2015,798.6,Communications,Education
170815H,PRECISE MEDIA MONITORING LTD==,330466,1,660.04,PRESS OFFICE,20/08/2015,660.04,Communications,Education
170815H,DEALERSHIP SERVICES LTD,3486,1,138,CLOTHING,20/08/2015,276,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3486,2,138,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3487,1,138,CLOTHING,20/08/2015,345,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3487,2,69,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3487,3,138,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,1,69,CLOTHING,20/08/2015,690,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,2,69,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,3,69,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,4,69,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,5,69,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,6,138,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,7,69,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,8,69,CLOTHING,20/08/2015,,Cadets,Clothing
170815H,DEALERSHIP SERVICES LTD,3544,9,69,CLOTHING,20/08/2015,,Cadets,Clothing
140815H,MCGRATH BROS (WASTE CONTROL) L,360268,1,923.08,REFUSE COLLECTION,20/08/2015,923.08,Technical And Service Support,Environmental Services
170815H,BOND DICKINSON LLP,4208546,1,280,PROFESSIONAL SERVICES,20/08/2015,280,Property PFI,Legal Services
170815H,BOND DICKINSON LLP,4210559,1,280,PROFESSIONAL SERVICES,20/08/2015,280,Property PFI,Legal Services
141141,THAMES WATER UTILITIES LTD====,4462607098,1,"1,425.07",WATER & SEWERAGE RATES,20/08/2015,"1,425.07",Technical And Service Support,Utilities
170815H,SPORTSAFE UK LTD==============,475655,1,385,GYM EQUIPMENT,20/08/2015,385,Technical And Service Support,Sports & Playground Equip
800064474,*OCS GROUP UK LTD,5000113216-1,1,"3,278.55",CATERING,20/08/2015,"3,278.55",Technical And Service Support,Catering
800064476,*OCS GROUP UK LTD,5000113216-3,1,687.72,CATERING,20/08/2015,687.72,Technical And Service Support,Catering
140815H,FAHEY BUILDERS LTD============,5282,1,420,TACTICAL DAY TO DAY,20/08/2015,420,Technical And Service Support,"Works - Construction, R&M"
050815M,WILLIAM SUGDEN & SONS LTD=====,54661,1,412.5,UNIFORMS - POMS,20/08/2015,412.5,Procurement,Clothing
140815H,WEST MIDLANDS FIRE SERVICE====,600034348,1,"4,809.85",FIRE AUTHORITIES,20/08/2015,"4,809.85",National Operational Guidance Project,Statutory Bodies
141141,ESSEX & SUFFOLK WATER PLC=====,603455300010R,1,"1,568.08",WATER & SEWERAGE RATES,20/08/2015,"1,568.08",Technical And Service Support,Utilities
